date,area_name,road/intersection_name,traffic_volume,average_speed,travel_time_index,congestion_level,road_capacity_utilization,incident_reports,environmental_impact,public_transport_usage,traffic_signal_compliance,parking_usage,pedestrian_and_cyclist_count,weather_conditions,roadwork_and_construction_activity,pm2.5,pm10,no2,nh3,so2,co,aqi_pm2.5,aqi_pm10,aqi_no2,aqi_so2,aqi_co,overall_aqi
05-11-2022,Indiranagar,CMH Road,37441,51.91476429,1.5,100,100,0,124.882,72.88567386,84.90910031,86.38971852,95,Clear,No,48.91,122.05,44.26,31.9,5.34,0.56,81.26172414,114.9862416,55.09589744,6.675,28,114.9862416
05-11-2022,Koramangala,Sony World Junction,29764,25.6102538,1.5,100,100,1,109.528,77.41626135,61.11239904,95.62215371,115,Clear,No,51.92,140.76,35.4,24.25,5.59,0.6,86.34758621,127.4177181,44.25,6.9875,30,127.4177181
05-11-2022,Koramangala,Sarjapur Road,56662,35.42479973,1.5,100,100,3,163.324,71.41268321,81.56072888,96.06142063,98,Clear,No,63.95,133.5,47.07,25.62,5.34,0.58,111.0706897,122.5939597,58.62641026,6.675,29,122.5939597
05-11-2022,Electronic City,Hosur Road,7977,37.08991179,1.09748451,26.39776116,39.47473334,0,65.954,22.92092669,81.35936354,68.21027784,191,Clear,No,60.69,98.46,40.07,24.57,5.45,0.54,500,98.46,500,6.8125,27,500
05-11-2022,M.G. Road,Trinity Circle,28665,51.54175123,1.5,93.37501963,100,1,107.33,55.71209465,95.43577324,69.24780275,86,Clear,No,44.74,102.31,22.01,20.51,5.54,0.82,74.21586207,101.8704027,27.5125,6.925,41,101.8704027
05-11-2022,M.G. Road,Anil Kumble Circle,28371,49.05063634,1.5,100,100,1,106.742,22.68875038,82.34403544,53.85391047,77,Clear,No,46.52,102.05,23.74,26.06,5.53,0.8,77.22344828,101.697651,29.675,6.9125,40,101.697651
05-11-2022,Jayanagar,Jayanagar 4th Block,26786,20,1.5,94.73838527,100,4,103.572,59.14036894,62.32604469,51.98757558,95,Clear,No,46.37,128.14,13.15,25.17,5.34,0.68,76.97,119.0326174,16.4375,6.675,34,119.0326174
05-11-2022,Jayanagar,South End Circle,23985,43.87671606,1.098913126,74.34427508,100,5,97.97,26.6649053,97.11244028,84.94919945,108,Clear,No,58.24,98.67,17.11,24.35,5.25,0.57,97.0262069,98.67,21.3875,6.5625,28.5,98.67
05-11-2022,Hebbal,Ballari Road,29203,35.75947136,1.5,92.29470733,100,3,108.406,28.17856688,64.9502831,97.41799033,106,Overcast,No,54.6,54.95,20.27,20.49,5.45,0.43,90.87586207,54.95,25.3375,6.8125,21.5,90.87586207
05-11-2022,Yeshwanthpur,Tumkur Road,18345,60.67595326,1.027988869,53.87899508,92.69613505,0,86.69,10.37660923,90.67418108,70.83518714,94,Clear,No,30.51,12.41,23.58,16.75,5.28,0.58,500,12.41,29.475,6.6,29,500
06-11-2022,Indiranagar,100 Feet Road,12335,45.41671854,1.108942895,44.77453781,58.39757543,0,74.67,15.46524233,95.2317264,65.52187008,188,Clear,No,6.83,24.55,30.15,18.08,5.4,0.41,11.38333333,24.55,37.6875,6.75,20.5,37.6875
06-11-2022,Indiranagar,CMH Road,48733,44.06694852,1.5,100,100,2,147.466,15.61346023,96.42752402,73.02626711,90,Overcast,No,13.6,27.05,27.76,16.13,5.36,0.47,22.66666667,27.05,34.7,6.7,23.5,34.7
06-11-2022,Koramangala,Sony World Junction,47365,23.22016177,1.5,100,100,0,144.73,29.99482448,62.64002915,69.04519246,88,Overcast,No,15.01,38.51,31.52,17.42,5.48,0.71,25.01666667,38.51,39.4,6.85,35.5,39.4
06-11-2022,Koramangala,Sarjapur Road,25987,42.70653717,1.5,96.60658558,100,0,101.974,59.15279704,73.06957321,82.8790717,85,Clear,No,21.41,67.98,29.3,22.46,5.44,0.72,35.68333333,67.98,36.625,6.8,36,67.98
06-11-2022,M.G. Road,Trinity Circle,36230,35.66339709,1.5,100,100,2,122.46,32.00281591,90.88176944,96.96578922,101,Clear,No,37.76,78.82,20.74,23.05,5.56,0.63,62.42206897,78.82,25.925,6.95,31.5,78.82
06-11-2022,M.G. Road,Anil Kumble Circle,52720,38.50721285,1.5,100,100,3,155.44,47.85482584,93.62601299,93.03340594,111,Clear,No,43.78,82.42,20.78,20.49,5.38,0.36,72.5937931,82.42,25.975,6.725,18,82.42
06-11-2022,Jayanagar,South End Circle,31334,54.66870787,1.5,100,100,2,112.668,62.11421469,67.05826692,83.04832064,115,Windy,Yes,45.81,70.96,24.41,16.39,5.42,0.48,76.0237931,70.96,30.5125,6.775,24,76.0237931
06-11-2022,Hebbal,Hebbal Flyover,37610,38.16280429,1.5,100,100,0,125.22,70.23875171,79.23619409,63.9066845,111,Rain,No,39.42,71.77,33.3,16.58,5.39,0.37,65.22689655,71.77,41.625,6.7375,18.5,71.77
06-11-2022,Yeshwanthpur,Yeshwanthpur Circle,23740,25.33814904,1.388932955,84.3308199,100,2,97.48,72.14266366,92.87525935,88.88551784,102,Overcast,No,39.88,80.44,43.92,16.74,5.26,0.41,66.00413793,80.44,54.66871795,6.575,20.5,80.44
06-11-2022,Yeshwanthpur,Tumkur Road,29338,44.85273181,1.5,88.04147612,100,4,108.676,55.93283995,92.44970793,85.99206552,106,Clear,No,44.65,70.93,31.79,20.81,5.36,0.56,74.0637931,70.93,39.7375,6.7,28,74.0637931
07-11-2022,Indiranagar,100 Feet Road,54941,20,1.5,100,100,2,159.882,69.70801764,87.19796694,54.74608413,101,Clear,No,39.47,80.73,16.35,18.91,5.4,0.58,65.31137931,80.73,20.4375,6.75,29,80.73
07-11-2022,Indiranagar,CMH Road,45103,45.26416176,1.5,100,100,1,140.206,60.42616076,93.99967477,55.58358619,95,Fog,No,44.81,102.45,18.63,19.27,5.34,0.6,74.33413793,101.9634228,23.2875,6.675,30,101.9634228
07-11-2022,Whitefield,Marathahalli Bridge,8569,47.69886028,1.319006818,31.01265539,47.62070441,0,67.138,46.75348257,60.49147056,97.29756814,203,Clear,No,56.88,121.83,9.54,19.43,5.3,0.9,94.72827586,114.8400671,11.925,6.625,45,114.8400671
07-11-2022,Whitefield,ITPL Main Road,13324,46.93849349,1.313351652,45.66128948,63.64236018,3,76.648,41.9981863,99.99365202,90.55939585,215,Fog,No,67.72,127.5,8.28,20.57,5.49,0.65,123.9406897,118.6073826,10.35,6.8625,32.5,123.9406897
07-11-2022,Koramangala,Sony World Junction,41901,23.08993928,1.5,100,100,4,133.802,59.3203817,69.67004739,51.99309867,93,Overcast,No,70.81,84.5,12.06,16.99,5.48,1,134.4893103,84.5,15.075,6.85,50,134.4893103
07-11-2022,Koramangala,Sarjapur Road,60280,42.21824992,1.5,100,100,2,170.56,66.19769153,81.80311303,59.88150024,96,Rain,No,47.03,87.11,13.19,26.06,5.37,0.73,78.08517241,87.11,16.4875,6.7125,36.5,87.11
07-11-2022,Electronic City,Hosur Road,23612,45.54659971,1.147882176,70.88170199,100,3,97.224,28.95110119,89.45549123,68.05366336,81,Clear,No,48.33,101.03,13.03,26.64,5.57,0.62,80.28172414,101.0199329,16.2875,6.9625,31,101.0199329
07-11-2022,Electronic City,Silk Board Junction,23137,48.49634258,1.194203903,77.50459462,100,0,96.274,56.75176574,73.83059933,75.09031061,91,Clear,Yes,56.1,91.5,30,24.43,5.51,0.71,93.41034483,91.5,37.5,6.8875,35.5,93.41034483
07-11-2022,M.G. Road,Trinity Circle,41162,55.03419662,1.5,100,100,4,132.324,72.87064296,85.11339322,81.51434027,112,Fog,No,50.84,91.31,31.46,21.48,5.23,0.54,84.52275862,91.31,39.325,6.5375,27,91.31
07-11-2022,M.G. Road,Anil Kumble Circle,38320,30.41157694,1.5,100,100,2,126.64,22.68320823,71.46668485,73.16592428,113,Rain,No,50.76,83.58,34.15,19.1,5.36,0.61,84.38758621,83.58,42.6875,6.7,30.5,84.38758621
07-11-2022,Hebbal,Hebbal Flyover,31627,42.59841591,1.5,100,100,2,113.254,44.6970839,64.41354954,84.06554705,115,Rain,No,46.44,77.89,37.47,18.74,5.36,0.34,77.08827586,77.89,46.8375,6.7,17,77.89
08-11-2022,Indiranagar,CMH Road,13099,43.14931076,1.334453687,45.73671708,62.0615841,0,76.198,76.82773886,76.85590728,82.40805084,222,Clear,No,43.29,55.38,37.84,11.89,5.55,0.48,71.76586207,55.38,47.3,6.9375,24,71.76586207
08-11-2022,Whitefield,ITPL Main Road,25452,20,1.5,79.56433926,100,2,100.904,37.56418913,82.25987673,60.75915211,83,Rain,No,30.83,63.58,46.63,11.9,5.58,0.45,500,63.58,58.07358974,6.975,22.5,500
08-11-2022,Koramangala,Sony World Junction,30939,30.35010984,1.5,93.19102532,100,0,111.878,39.41684079,73.34951337,58.8917929,86,Overcast,No,35.31,82.95,45.52,10.85,5.31,0.39,58.28241379,82.95,56.67897436,6.6375,19.5,82.95
08-11-2022,Koramangala,Sarjapur Road,27515,44.88884946,1.5,92.32912293,100,2,105.03,64.44249415,89.5599598,84.81140321,96,Windy,No,46.12,84.55,47.08,9.93,5.35,0.47,76.54758621,84.55,58.63897436,6.6875,23.5,84.55
08-11-2022,M.G. Road,Trinity Circle,55839,42.58190463,1.5,100,100,1,161.678,41.32844071,88.65707954,71.06277358,81,Fog,No,46.91,85.33,48.29,10.1,5.37,0.41,77.88241379,85.33,60.15923077,6.7125,20.5,85.33
08-11-2022,M.G. Road,Anil Kumble Circle,14072,51.17510493,1.179145481,47.83610852,67.63380724,1,78.144,25.24678326,81.016141,59.52568615,208,Clear,Yes,47.39,79.61,37.51,9.78,5.29,0.49,78.69344828,79.61,46.8875,6.6125,24.5,79.61
08-11-2022,Jayanagar,Jayanagar 4th Block,19807,39.92473569,1.022917608,58.58511211,97.06399183,0,89.614,63.40179883,96.8476581,70.60441043,85,Clear,No,44.2,74.48,29.78,9.27,5.39,0.35,73.30344828,74.48,37.225,6.7375,17.5,74.48
08-11-2022,Hebbal,Hebbal Flyover,37349,30.93000017,1.5,100,100,2,124.698,53.88244991,91.52850839,63.45764472,93,Fog,No,41.36,53.59,30.37,8.77,5.44,0.39,68.50482759,53.59,37.9625,6.8,19.5,68.50482759
09-11-2022,Indiranagar,100 Feet Road,47359,41.37385837,1.5,100,100,1,144.718,59.62164485,92.58673333,89.43745834,102,Clear,No,29.84,62.97,28.95,8.33,5.47,0.43,49.73333333,62.97,36.1875,6.8375,21.5,62.97
09-11-2022,Indiranagar,CMH Road,10943,40.97210179,1.289850461,34.77572281,56.75959447,0,71.886,19.23424232,65.27956094,60.16318762,180,Clear,No,35.02,98.36,12.49,8.87,5.31,0.43,57.79241379,98.36,15.6125,6.6375,21.5,98.36
09-11-2022,Whitefield,Marathahalli Bridge,6785,29.75500419,1.308850508,22.28752373,32.75456289,1,63.57,15.46942087,72.50801005,98.93040643,199,Clear,No,54.7,87.08,11.84,9.15,5.53,0.51,91.04482759,87.08,14.8,6.9125,25.5,91.04482759
09-11-2022,Whitefield,ITPL Main Road,12201,26.71272401,1.392587595,33.22066973,60.84327099,0,74.402,59.12347242,75.66747508,82.42339447,193,Clear,No,48.38,78.99,11.46,10.41,5.36,0.46,80.3662069,78.99,14.325,6.7,23,80.3662069
09-11-2022,Koramangala,Sony World Junction,29956,49.01030628,1.5,100,100,0,109.912,36.66771517,67.34638246,69.65596966,91,Clear,No,43.91,84.58,9.36,9.82,5.31,0.57,72.81344828,84.58,11.7,6.6375,28.5,84.58
09-11-2022,Electronic City,Hosur Road,19496,44.48294836,1.327764586,64.20217087,98.52600542,3,88.992,62.47241172,69.33083439,91.55884943,95,Overcast,No,46.99,75.01,10.3,10.84,5.34,0.57,78.01758621,75.01,12.875,6.675,28.5,78.01758621
09-11-2022,M.G. Road,Trinity Circle,25970,43.88271212,1.5,94.35468249,100,3,101.94,77.78062824,67.23916891,51.22513839,101,Fog,No,41.63,64.94,9.86,11.04,5.36,0.65,68.96103448,64.94,12.325,6.7,32.5,68.96103448
09-11-2022,M.G. Road,Anil Kumble Circle,45828,49.88823407,1.5,100,100,1,141.656,18.56789909,60.18056192,74.62210912,98,Rain,No,36.15,97.39,9.26,11.56,5.59,0.59,59.70172414,97.39,11.575,6.9875,29.5,97.39
09-11-2022,Jayanagar,Jayanagar 4th Block,21024,30.68185303,1.129890249,72.37624778,100,1,92.048,17.67356935,79.24343387,85.99390295,101,Clear,Yes,54.05,88.23,8.47,10.22,5.31,0.71,89.94655172,88.23,10.5875,6.6375,35.5,89.94655172
09-11-2022,Jayanagar,South End Circle,19911,21.46767173,1.303064518,73.16218967,100,1,89.822,39.94616274,70.93584608,81.22313069,110,Clear,No,48.97,80.16,10.43,10.51,5.35,0.46,81.36310345,80.16,13.0375,6.6875,23,81.36310345
09-11-2022,Hebbal,Hebbal Flyover,38595,47.65342629,1.5,100,100,2,127.19,54.47593562,69.06637309,54.67702499,93,Clear,No,44.56,85.33,9.97,10.1,5.94,0.52,73.91172414,85.33,12.4625,7.425,26,85.33
09-11-2022,Hebbal,Ballari Road,20235,51.79484534,1.169002072,68.72599337,96.23211553,1,90.47,41.61554655,97.66407758,86.52040422,95,Overcast,No,47.33,82.24,11.57,4.53,5.41,0.4,78.59206897,82.24,14.4625,6.7625,20,82.24
09-11-2022,Yeshwanthpur,Yeshwanthpur Circle,35900,39.91828718,1.5,100,100,0,121.8,39.56191645,68.85397879,54.08114543,100,Rain,No,45.66,83.2,31.03,3.68,5.29,0.76,75.77034483,83.2,38.7875,6.6125,38,83.2
10-11-2022,Indiranagar,100 Feet Road,21996,29.56114721,1.241018656,65.85615964,100,0,93.992,58.42408338,97.31549574,93.49373234,107,Fog,No,46.27,106.68,24.08,9.84,5.41,0.74,76.80103448,104.7739597,30.1,6.7625,37,104.7739597
10-11-2022,Indiranagar,CMH Road,52196,21.29390722,1.5,100,100,3,154.392,52.35140172,98.79201978,86.90600046,100,Fog,No,57.69,112.34,28.16,6.78,5.23,0.67,96.09689655,108.5346309,35.2,6.5375,33.5,108.5346309
10-11-2022,Koramangala,Sarjapur Road,40287,42.83291388,1.5,100,100,1,130.574,60.27807042,60.45973686,73.20201688,95,Fog,No,59.15,129.05,25.75,9.23,5.43,0.76,98.5637931,119.6372483,32.1875,6.7875,38,119.6372483
10-11-2022,M.G. Road,Trinity Circle,24541,55.90869389,1.210912556,72.71510662,100,2,99.082,53.74618305,90.87824294,50.63890733,108,Rain,No,68.39,93.14,28.68,8.15,5.52,0.74,126.227931,93.14,35.85,6.9,37,126.227931
10-11-2022,M.G. Road,Anil Kumble Circle,25830,34.49684154,1.5,93.39379975,100,4,101.66,73.93773834,64.71544937,75.85730047,112,Clear,No,49.03,117.44,28.24,8.22,5.38,0.63,81.46448276,111.9232215,35.3,6.725,31.5,111.9232215
10-11-2022,Yeshwanthpur,Yeshwanthpur Circle,12458,42.66942357,1.206963721,31.61505284,59.99449889,1,74.916,14.53904008,69.98923138,91.3779353,203,Clear,No,61.8,104.16,29.3,8.13,5.76,0.64,103.7310345,103.0995973,36.625,7.2,32,103.7310345
10-11-2022,Yeshwanthpur,Tumkur Road,15956,47.5788347,1.072662762,58.55110714,75.26902177,0,81.912,25.32388828,96.62335935,58.89989532,102,Clear,No,54.81,114.07,27.72,7.52,5.68,0.75,91.23068966,109.684094,34.65,7.1,37.5,109.684094
11-11-2022,Indiranagar,100 Feet Road,45120,44.07610201,1.5,100,100,2,140.24,69.09317158,67.1770442,58.70548512,107,Clear,No,60.05,111.76,26.89,7.21,5.47,0.72,500,108.1492617,33.6125,6.8375,36,500
11-11-2022,Indiranagar,CMH Road,21473,35.48763442,1.142424346,75.86210255,100,3,92.946,59.25358984,81.39021653,93.41700807,119,Windy,No,58.84,112.22,28.75,6.86,5.51,0.54,98.04,108.4548993,35.9375,6.8875,27,108.4548993
11-11-2022,Whitefield,Marathahalli Bridge,21876,33.50781851,1.196028021,68.82101609,100,0,93.752,30.05201434,66.78003981,88.27801313,97,Overcast,No,59.13,100.98,27.39,6.46,5.31,0.5,98.53,500,34.2375,6.6375,25,500
11-11-2022,M.G. Road,Trinity Circle,25016,38.83095028,1.5,83.64485009,100,5,100.032,68.08919926,89.86184775,88.57126439,87,Clear,No,30.35,75.44,20.28,7.35,5.2,0.71,500,75.44,25.35,6.5,35.5,500
11-11-2022,M.G. Road,Anil Kumble Circle,11758,50.07884901,1.133650975,32.08303137,59.15119627,1,73.516,17.23160688,69.17399096,85.70333716,221,Clear,No,39.67,89.03,15.17,7.09,5.49,0.57,65.64931034,89.03,18.9625,6.8625,28.5,89.03
11-11-2022,Jayanagar,South End Circle,15962,31.1065758,1.131811617,58.590261,76.52723734,2,81.924,17.43041239,83.01628956,91.04656859,94,Rain,No,46.94,111.42,42.9,6.68,5.83,0.59,77.93310345,107.9233557,53.38717949,7.2875,29.5,107.9233557
11-11-2022,Hebbal,Ballari Road,31519,37.52818905,1.5,100,100,1,113.038,24.06020512,71.8362836,91.8613165,99,Fog,No,58.66,105.89,18.56,5.37,5.34,0.55,97.73586207,104.2490604,23.2,6.675,27.5,104.2490604
11-11-2022,Yeshwanthpur,Tumkur Road,18823,55.09743886,1.291164943,57.02320562,94.87732638,1,87.646,78.80545945,67.28022647,74.03993144,114,Overcast,No,55.8,79.45,17.21,6.27,5.43,0.67,92.90344828,79.45,21.5125,6.7875,33.5,92.90344828
12-11-2022,Indiranagar,100 Feet Road,46732,20.43956169,1.5,100,100,5,143.464,21.34447931,71.63367121,80.8388534,80,Clear,No,41.85,96.63,17.2,5.63,5.96,0.57,69.33275862,96.63,21.5,7.45,28.5,96.63
12-11-2022,Indiranagar,CMH Road,33279,55.41638217,1.5,100,100,1,116.558,16.61115831,99.15411863,86.29799501,93,Overcast,No,50.86,113.75,18.16,5.07,5.48,0.6,84.55655172,109.4714765,22.7,6.85,30,109.4714765
12-11-2022,Whitefield,ITPL Main Road,25917,34.35937423,1.5,91.59269209,100,3,101.834,59.08901141,73.24679361,56.48160204,107,Fog,No,59.85,67.08,21.49,4.82,5.57,0.65,99.74655172,67.08,26.8625,6.9625,32.5,99.74655172
12-11-2022,Electronic City,Hosur Road,19129,36.06120185,1.023854746,60.43108253,100,0,88.258,51.81968227,62.82421544,83.47006058,93,Clear,No,35.25,100.12,19.77,4.33,5.39,0.57,58.18103448,500,24.7125,6.7375,28.5,500
12-11-2022,Jayanagar,Jayanagar 4th Block,18711,45.84832426,1.241926953,58.91203523,96.72904111,0,87.422,71.72193184,98.9870716,98.3826327,88,Clear,No,52.74,101.32,21.34,3.71,5.45,0.45,87.73310345,101.2126174,26.675,6.8125,22.5,101.2126174
12-11-2022,Jayanagar,South End Circle,23353,33.72123236,1.0240954,86.97984453,100,1,96.706,53.70163732,67.22514142,83.08587657,103,Clear,Yes,50.01,96.22,17.88,3.78,5.76,0.59,83.12034483,96.22,22.35,7.2,29.5,96.22
13-11-2022,Koramangala,Sony World Junction,59327,34.70479139,1.5,100,100,0,168.654,77.19073238,82.46257723,73.46319932,97,Windy,No,48.72,77.26,45.15,2.82,5.76,0.59,80.94068966,77.26,56.21410256,7.2,29.5,80.94068966
13-11-2022,Koramangala,Sarjapur Road,46238,45.35493309,1.5,100,100,4,142.476,43.75964147,87.17417123,58.8637759,104,Clear,No,35.04,93.98,30.73,3.67,5.82,0.44,57.8262069,93.98,38.4125,7.275,22,93.98
13-11-2022,Electronic City,Hosur Road,6092,41.6988969,1.389344821,25.73411171,28.0040926,0,62.184,53.16578903,60.12915541,89.62928121,189,Clear,No,42.72,92.63,16.92,3.02,5.6,0.62,70.80275862,92.63,21.15,7,31,92.63
13-11-2022,Electronic City,Silk Board Junction,8021,67.03751798,1.382227876,22.00459831,36.02391243,0,66.042,22.91637051,76.54506801,59.35989718,219,Fog,No,42.15,102.29,12.35,3.24,5.6,0.54,69.83965517,101.8571141,15.4375,7,27,101.8571141
14-11-2022,Indiranagar,100 Feet Road,34255,28.86245357,1.5,100,100,4,118.51,67.29058936,91.71527974,89.89767163,112,Fog,No,42.1,108.76,40.46,2.53,5.36,0.62,69.75517241,106.1559732,500,6.7,31,500
14-11-2022,Indiranagar,CMH Road,48231,43.19203518,1.5,100,100,2,146.462,42.89356206,70.63195989,79.52070974,109,Fog,No,43.51,130.48,41.56,3.02,5.67,0.71,72.13758621,120.5873826,51.70358974,7.0875,35.5,120.5873826
14-11-2022,Whitefield,ITPL Main Road,25226,21.8666878,1.5,86.9140837,100,3,100.452,18.67666284,65.45305746,51.06628579,101,Overcast,No,52.21,142.36,41.8,2.59,5.38,0.58,86.83758621,128.4808054,52.00512821,6.725,29,128.4808054
14-11-2022,Koramangala,Sony World Junction,48806,21.03233651,1.5,100,100,2,147.612,60.29887994,97.65569398,88.97957805,94,Clear,No,56.96,99.26,48.11,3.58,5.53,0.56,94.86344828,99.26,59.93307692,6.9125,28,99.26
14-11-2022,Electronic City,Hosur Road,10764,44.07164974,1.274274376,40.87402159,52.27430005,0,71.528,51.3249611,62.94391384,85.56487669,201,Fog,No,39.69,77.17,53.65,4.41,5.25,0.75,65.68310345,77.17,66.89358974,6.5625,37.5,77.17
14-11-2022,Electronic City,Silk Board Junction,22556,52.77888376,1.10460069,69.61521105,100,0,95.112,50.27427057,82.06381889,79.25834112,81,Clear,No,30.83,81.39,40.89,4.29,5.48,0.8,500,81.39,500,6.85,40,500
14-11-2022,M.G. Road,Anil Kumble Circle,41224,30.57243382,1.5,100,100,2,132.448,14.06645606,66.66557295,88.61618586,117,Clear,Yes,32.53,82.7,63.83,3.8,5.65,1.38,53.58517241,82.7,79.68384615,7.0625,66.24444444,82.7
14-11-2022,Jayanagar,Jayanagar 4th Block,25049,41.14919687,1.5,88.68730209,100,2,100.098,25.38095713,62.46979033,69.65385869,84,Clear,No,33.05,104.52,33.53,2.39,5.65,0.54,54.4637931,103.3387919,41.9125,7.0625,27,103.3387919
14-11-2022,Hebbal,Ballari Road,27007,40.20229119,1.5,87.44450387,100,4,104.014,61.86256623,89.30910582,51.55415938,104,Clear,No,41.77,107.89,16.11,2.48,5.77,0.67,69.19758621,105.5779195,20.1375,7.2125,33.5,105.5779195
15-11-2022,Indiranagar,100 Feet Road,21700,40.46269134,1.260854454,77.79622236,100,1,93.4,18.79718049,96.38687252,92.1892216,99,Clear,No,43.43,78.01,11.26,2,5.53,0.69,72.00241379,78.01,14.075,6.9125,34.5,78.01
15-11-2022,Indiranagar,CMH Road,32251,40.09161043,1.5,100,100,3,114.502,49.57471506,63.64057661,69.34630567,91,Overcast,No,32.53,77.14,26.36,1.83,5.66,0.54,53.58517241,77.14,32.95,7.075,27,77.14
15-11-2022,Whitefield,Marathahalli Bridge,29255,27.62887917,1.5,90.18207418,100,1,108.51,11.77099646,81.30637951,82.5765596,111,Rain,No,32.16,73.48,20.24,1.69,5.61,0.7,52.96,73.48,25.3,7.0125,35,73.48
15-11-2022,Koramangala,Sony World Junction,32452,41.73325108,1.5,100,100,1,114.904,27.17192049,69.50696593,70.94654772,97,Clear,No,30.63,79.38,19.62,1.89,5.84,1.09,500,79.38,24.525,7.3,500,500
15-11-2022,Koramangala,Sarjapur Road,33967,35.22686438,1.5,100,100,2,117.934,29.86458335,89.74894519,80.11184539,116,Overcast,No,33.1,91.86,30.66,1.59,5.81,0.86,54.54827586,91.86,38.325,7.2625,43,91.86
15-11-2022,Electronic City,Hosur Road,21197,32.69516029,1.015963085,70.06905908,100,0,92.394,27.49372665,88.89841725,77.55943911,113,Clear,No,38.24,116.45,35.42,2.05,5.73,0.77,63.23310345,111.2654362,44.275,7.1625,38.5,111.2654362
15-11-2022,M.G. Road,Trinity Circle,26064,35.48103148,1.5,85.26663875,100,3,102.128,57.85997781,64.28131201,72.95819874,104,Clear,Yes,48.55,112.7,33.64,1.37,5.84,0.76,80.65344828,108.7738255,42.05,7.3,38,108.7738255
15-11-2022,M.G. Road,Anil Kumble Circle,38262,24.5014232,1.5,100,100,3,126.524,20.32338407,79.64483973,68.38582601,106,Clear,No,46.97,83.79,15.75,1.67,5.5,0.73,77.9837931,83.79,19.6875,6.875,36.5,83.79
15-11-2022,Jayanagar,South End Circle,31998,25.80067399,1.5,100,100,1,113.996,22.83175201,78.51557094,81.87183682,104,Fog,No,34.96,83.52,17.08,1.48,5.62,0.7,57.69103448,83.52,21.35,7.025,35,83.52
15-11-2022,Hebbal,Ballari Road,23372,44.90140451,1.32356996,82.48554051,100,1,96.744,10.65064287,83.91837824,53.72834521,88,Clear,No,34.79,85.44,26.81,1.68,5.51,0.57,57.4037931,85.44,33.5125,6.8875,28.5,85.44
16-11-2022,Indiranagar,100 Feet Road,11230,54.77845819,1.354882089,31.13270522,57.00505755,0,72.46,38.18831039,95.2825758,80.41737542,208,Overcast,No,35.61,75.95,21.52,1.92,5.42,0.57,58.78931034,75.95,26.9,6.775,28.5,75.95
16-11-2022,Indiranagar,CMH Road,11757,52.04015403,1.119293011,37.52091447,57.8807158,0,73.514,16.42796067,64.34506371,79.95943491,196,Clear,No,31.67,77.43,39.89,1.74,5.47,0.79,52.13206897,77.43,49.8625,6.8375,39.5,77.43
16-11-2022,Koramangala,Sony World Junction,28421,50.40628005,1.5,96.50311007,100,3,106.842,49.92242978,97.50035274,84.66060104,82,Fog,No,32.28,78.15,49.16,1.95,5.45,0.97,53.16275862,78.15,61.25230769,6.8125,48.5,78.15
16-11-2022,Electronic City,Silk Board Junction,14713,58.20423023,1.078077533,44.10343746,73.43198138,2,79.426,74.7933941,97.1092665,50.3966871,200,Clear,No,32.54,105.01,55.33,1.8,5.57,0.55,53.60206897,103.6643624,69.00435897,6.9625,27.5,103.6643624
16-11-2022,M.G. Road,Trinity Circle,25871,34.10948193,1.5,91.04176894,100,3,101.742,25.00021798,67.58476947,99.27032028,101,Clear,No,43.76,85.77,38.35,1.65,5.74,0.39,72.56,85.77,47.9375,7.175,19.5,85.77
16-11-2022,M.G. Road,Anil Kumble Circle,25715,44.81743341,1.5,95.50381211,100,1,101.43,40.77941851,67.06150196,65.36155433,93,Windy,Yes,35.72,97.03,41.7,1.42,5.56,0.36,58.97517241,97.03,51.87948718,6.95,18,97.03
16-11-2022,Jayanagar,Jayanagar 4th Block,30613,42.6065474,1.5,100,100,4,111.226,29.34919328,72.53532321,68.02663717,95,Clear,No,40.41,73.74,34.38,1.23,5.77,0.33,66.89965517,73.74,42.975,7.2125,16.5,73.74
16-11-2022,Hebbal,Hebbal Flyover,21682,41.58071222,1.376679169,80.0070712,100,2,93.364,19.65019192,71.28376817,98.19887627,97,Clear,No,30.72,68.24,32.09,1.22,5.6,0.33,500,68.24,40.1125,7,16.5,500
16-11-2022,Hebbal,Ballari Road,17739,65.02583306,1.266669701,68.59812584,84.22213727,0,85.478,54.81567458,95.86105801,89.8823955,99,Clear,Yes,28.43,62.15,29.29,1.29,5.6,0.48,47.38333333,62.15,36.6125,7,24,62.15
17-11-2022,Indiranagar,100 Feet Road,37446,20,1.5,100,100,0,124.892,65.98940496,84.70869366,86.51966685,115,Clear,No,25.91,89.41,19.38,1.24,5.51,0.5,43.18333333,89.41,24.225,6.8875,25,89.41
17-11-2022,Indiranagar,CMH Road,52281,44.06055958,1.5,100,100,4,154.562,16.87247541,94.08483835,76.67440944,103,Rain,Yes,37.19,93.73,17.87,1.01,5.56,0.66,61.45896552,93.73,22.3375,6.95,33,93.73
17-11-2022,Koramangala,Sony World Junction,48792,39.27831343,1.5,100,100,1,147.584,50.1430204,90.55966696,64.28966762,92,Fog,No,39.04,141.81,12.62,0.97,6.86,0.69,64.58482759,128.1153691,15.775,8.575,34.5,128.1153691
17-11-2022,Electronic City,Hosur Road,13619,41.88109052,1.278176067,43.29103832,64.66750923,1,77.238,79.13780377,90.62237847,55.10619782,210,Windy,Yes,59.05,139.42,15.02,0.83,5.87,0.66,98.39482759,126.5273826,18.775,7.3375,33,126.5273826
